queue_length,estimated_time,category,hour_of_day,day_of_week,is_weekend,wait_time
12,25,Transport,13,6,1,328.418372697673
58,30,Identity,15,3,0,500.0
11,30,Identity,10,4,0,276.7517071619683
14,25,Transport,11,0,0,227.9023180197152
22,45,Travel,16,0,0,500.0
35,25,Transport,13,6,1,500.0
39,45,Travel,13,1,0,500.0
22,40,Legal,14,1,0,500.0
62,45,Travel,10,4,0,500.0
43,40,Legal,17,3,0,500.0
38,20,Civil Records,16,1,0,500.0
35,40,Legal,11,1,0,500.0
17,40,Legal,12,2,0,500.0
33,30,Identity,9,3,0,500.0
34,25,Transport,17,5,1,500.0
53,35,Finance,15,4,0,500.0
29,30,Identity,13,0,0,500.0
15,20,Civil Records,11,0,0,242.3571939113738
31,35,Finance,13,3,0,500.0
26,20,Civil Records,16,4,0,500.0
8,40,Legal,15,3,0,314.1983347631299
28,45,Travel,13,4,0,500.0
78,25,Transport,16,0,0,500.0
43,20,Civil Records,14,3,0,500.0
49,45,Travel,10,5,1,500.0
21,20,Civil Records,10,1,0,387.32736871893445
15,35,Finance,9,5,1,405.28479030916617
68,40,Legal,16,2,0,500.0
58,25,Transport,14,1,0,500.0
69,25,Transport,17,5,1,500.0
63,25,Transport,15,4,0,500.0
50,35,Finance,16,0,0,500.0
47,45,Travel,14,5,1,500.0
61,35,Finance,11,2,0,500.0
62,40,Legal,8,4,0,500.0
11,40,Legal,14,4,0,500.0
47,40,Legal,17,2,0,500.0
80,25,Transport,10,1,0,500.0
5,40,Legal,13,2,0,348.56034047810954
60,40,Legal,17,2,0,500.0
24,20,Civil Records,14,0,0,493.2255213345219
1,25,Transport,17,2,0,38.831896373896235
72,35,Finance,15,0,0,500.0
7,40,Legal,10,0,0,209.48729834012926
72,40,Legal,13,4,0,500.0
54,45,Travel,14,1,0,500.0
40,25,Transport,15,1,0,500.0
72,30,Identity,15,0,0,500.0
71,20,Civil Records,9,2,0,500.0
3,25,Transport,10,0,0,70.31997427360596
76,45,Travel,16,4,0,500.0
72,25,Transport,11,3,0,500.0
17,30,Identity,15,1,0,500.0
71,35,Finance,13,2,0,500.0
44,20,Civil Records,14,0,0,500.0
58,25,Transport,13,3,0,500.0
45,35,Finance,13,2,0,500.0
62,45,Travel,11,3,0,500.0
27,40,Legal,17,0,0,500.0
68,20,Civil Records,8,5,1,500.0
71,35,Finance,11,2,0,500.0
77,40,Legal,12,5,1,500.0
80,35,Finance,15,2,0,500.0
78,35,Finance,17,2,0,500.0
0,40,Legal,8,1,0,1.0
16,25,Transport,13,5,1,375.37258831063014
35,45,Travel,11,3,0,500.0
23,40,Legal,10,2,0,500.0
79,25,Transport,12,5,1,500.0
30,35,Finance,8,5,1,500.0
41,30,Identity,17,4,0,500.0
56,35,Finance,10,5,1,500.0
29,30,Identity,11,1,0,500.0
16,45,Travel,14,6,1,500.0
50,25,Transport,16,3,0,500.0
58,30,Identity,11,2,0,500.0
25,20,Civil Records,9,6,1,384.1958256077946
21,45,Travel,10,1,0,500.0
49,25,Transport,8,5,1,500.0
39,25,Transport,14,3,0,500.0
73,20,Civil Records,12,0,0,500.0
31,30,Identity,14,3,0,500.0
