service_type,day_of_week,is_weekend,hour_of_day,slot_booking_count,avg_hourly_bookings,avg_service_duration_minutes,historical_avg_wait,expected_wait_minutes
passport,1,0,10,8,17,27.26,145.85,210.98
nic,4,0,15,5,10,14.44,30.3,68.73
passport,3,0,10,9,17,33.7,203.17,240
passport,6,1,10,6,10,36.41,135.72,208.11
nic,0,0,13,6,8,10.74,41.51,79.25
license,5,1,13,5,11,28.73,96.02,149.22
passport,2,0,14,17,19,23.77,268.12,240
passport,1,0,11,8,15,34.07,172.11,240
nic,0,0,15,5,10,17.52,47.35,86.62
passport,5,1,10,7,8,30.5,142.31,197.27
license,3,0,14,8,12,26.4,131.61,210.61
passport,4,0,14,8,17,29.12,149.35,240
license,3,0,15,11,17,30.09,219.38,240
license,1,0,9,7,13,21.33,105.65,145.81
nic,3,0,15,3,12,18.06,46.37,75.67
passport,0,0,9,7,15,27.03,114.86,187.94
license,4,0,11,7,11,18.76,99.33,134.4
license,3,0,13,16,16,28.38,291.08,240
license,4,0,15,13,13,26.42,229.01,240
nic,1,0,9,11,11,15.58,117.79,161.21
license,5,1,9,3,12,21.54,40.47,46.7
license,2,0,11,11,12,21.93,153.54,240
passport,1,0,13,10,11,31.8,199.41,240
nic,6,1,14,13,13,20.02,159.52,240
license,3,0,10,1,13,13.81,5,23.8
license,6,1,9,3,8,18.78,46.1,48.83
passport,3,0,11,15,15,31.94,314.4,240
nic,3,0,15,7,7,15.64,69.48,107.1
license,2,0,10,11,18,22.02,165.38,240
nic,1,0,15,7,14,18.99,101.46,145.33
nic,0,0,9,3,6,12.73,14.56,24.7
license,0,0,13,8,17,30.62,149.37,240
nic,6,1,14,6,10,20.78,78.68,126.38
passport,3,0,14,14,17,36.42,320.78,240
license,3,0,11,9,12,23.43,139.64,217.98
passport,2,0,14,13,14,31.74,274.52,240
nic,3,0,13,8,15,24.02,113.99,210.72
passport,3,0,10,2,10,29.13,24.36,56.5
license,3,0,13,5,17,30.77,99.35,164.37
nic,1,0,13,0,13,20.82,5,22.21
passport,2,0,14,6,17,31.03,124.9,205.45
nic,6,1,11,2,10,14.57,21.18,21.45
passport,2,0,9,10,10,33.96,216.07,240
license,4,0,15,7,10,24.71,105.07,166.09
license,3,0,9,3,7,26.23,48.12,70.63
nic,5,1,11,3,12,10.8,30.88,38.58
passport,2,0,15,10,12,35.05,223.91,240
passport,6,1,11,8,8,29.7,155.93,223.94
nic,5,1,11,5,15,15.73,55.36,79.75
nic,0,0,9,9,9,24.48,147.76,191.83
nic,2,0,14,7,16,22.83,109.05,174.63
nic,5,1,11,5,10,15.59,49.85,77.07
passport,6,1,13,10,10,33.66,228.05,240
nic,5,1,14,9,15,14.14,74.38,124.94
license,4,0,11,7,17,21.52,98.41,159.08
passport,2,0,13,11,20,39.35,281.36,240
passport,4,0,9,5,9,27.7,90.26,127.45
passport,6,1,11,4,7,29.53,75.24,111.73
nic,1,0,15,5,10,14.04,41.12,76.18
passport,5,1,10,3,11,27.34,45.28,72.51
license,6,1,11,11,11,28.08,203.5,240
license,3,0,14,5,16,20.49,66.95,131.15
nic,1,0,9,12,12,20.03,155.28,231.3
nic,1,0,9,3,9,15.29,43.1,56.01
nic,2,0,9,6,14,10,51.98,70.17
nic,4,0,13,12,21,18.0,148.24,240
license,1,0,13,11,15,19.71,140.76,227.81
passport,5,1,9,0,7,26.04,5,3
license,5,1,9,7,7,18.95,92.82,122.37
passport,1,0,11,15,15,32.39,319.64,240
nic,6,1,11,4,6,15.96,42.41,71.4
license,6,1,15,2,10,22.8,32.14,43.52
license,2,0,15,9,15,25.38,154.1,236.52
nic,1,0,13,10,24,19.61,114.41,214.64
nic,0,0,15,4,6,22.46,58.39,91.62
license,3,0,14,9,20,24.95,150.74,236.82
passport,6,1,14,13,17,29.4,252.65,240
passport,6,1,11,5,10,32.77,97.13,148.69
license,6,1,11,1,11,21.08,11.58,9.38
license,6,1,13,9,17,24.23,137.14,219.34
passport,0,0,9,10,10,31.78,208.72,240
nic,1,0,9,4,9,11.14,22.4,37.12
license,4,0,11,6,15,24.86,96.69,152.28
nic,5,1,13,12,12,12.41,99.07,147.14
passport,6,1,11,12,12,30.67,231.94,240
license,0,0,11,11,14,22.17,158.06,240
nic,4,0,15,10,11,23.6,159.15,240
passport,5,1,9,6,6,29.15,102.6,148.11
nic,4,0,13,10,10,17.83,105.31,183.52
passport,2,0,14,14,16,27.29,258.15,240
license,1,0,14,12,12,22.9,166.06,240
passport,3,0,13,11,16,35.2,253.09,240
passport,0,0,11,10,17,31.73,200.79,240
license,6,1,11,10,10,19.3,120.98,184.83
nic,1,0,11,10,10,21.92,144.04,227.13
nic,4,0,13,7,12,21.14,99.49,156.06
license,5,1,14,8,12,22.38,114.99,179.46
license,3,0,9,8,8,19.84,117.37,143.07
nic,6,1,10,9,9,10.22,70.01,84.24
license,3,0,9,6,10,21.79,83.85,121.24
nic,5,1,15,6,19,17.82,69.68,98.72
nic,1,0,13,8,17,19.12,101.88,169.67
passport,2,0,9,7,7,34.54,152.8,217.54
passport,4,0,10,6,15,33.84,142.42,207.63
nic,2,0,13,7,9,26.13,128.99,200.82
passport,2,0,11,11,18,28.16,189.99,240
passport,4,0,10,12,12,35.32,276.76,240
nic,6,1,15,7,7,27.19,130.27,189.06
passport,0,0,11,7,14,30.18,135.69,211.2
nic,5,1,14,8,15,18.01,83.56,133.59
license,5,1,15,0,14,24.61,5,3
nic,0,0,11,9,17,17.4,110.66,167.18
license,2,0,15,8,15,19.29,101.34,157.69
license,3,0,10,12,12,21.83,153.51,240
nic,1,0,10,8,8,17.98,94.99,142.65
nic,4,0,11,6,15,20.04,84.31,123.06
nic,4,0,11,11,14,12.81,103.76,140.26
nic,4,0,11,8,15,16.3,87.47,135.59
license,4,0,15,4,10,20.17,44.88,79.0
passport,4,0,11,8,15,28.97,142.01,226.95
nic,2,0,15,5,9,13.32,60.72,91.28
nic,5,1,14,9,9,10,51.63,95.93
nic,5,1,9,6,7,10,31.94,47.15
passport,5,1,15,9,9,32.35,185.51,240
license,4,0,11,13,13,20.61,169.39,240
nic,2,0,9,5,5,12.55,40.63,56.03
passport,3,0,13,8,18,33.99,190.08,240
nic,2,0,13,10,19,18.79,127.31,213.65
passport,6,1,14,16,16,32.22,329.28,240
passport,6,1,9,1,4,31.25,12.44,21.31
license,4,0,15,7,17,19.05,77.98,136.05
nic,1,0,14,1,10,21.84,16.13,42.83
nic,2,0,13,1,10,20.04,17.2,34.55
passport,2,0,14,15,15,35.67,342.7,240
license,0,0,10,8,14,14.72,75.11,119.22
passport,2,0,13,15,17,38.77,367.72,240
passport,5,1,15,6,16,28.07,108.66,159.07
nic,5,1,13,6,9,16.29,51.1,105.61
nic,3,0,14,8,8,22.66,126.63,189.18
license,6,1,10,8,12,24.16,123.05,178.36
passport,2,0,15,14,17,39.76,362.47,240
passport,0,0,13,8,16,33.93,166.19,240
license,3,0,13,10,13,24.87,156.81,240
license,2,0,14,6,9,24.67,101.15,166.41
nic,6,1,9,5,5,11.38,31.59,52.9
nic,0,0,13,11,13,16.74,131.18,198.47
license,1,0,13,6,14,20.22,92.2,145.11
passport,2,0,13,13,13,32.81,274.8,240
passport,2,0,14,12,14,33.42,261.38,240
license,5,1,15,5,9,23.12,64.38,105.2
passport,4,0,11,5,14,37.22,107.88,173.35
license,4,0,13,6,14,21.48,84.01,138.11
nic,0,0,9,3,14,18.84,48.2,70.63
license,3,0,13,13,15,24.95,205.64,240
passport,6,1,9,2,7,36.45,46.99,59.13
license,2,0,11,6,16,31.32,118.4,193.46
license,3,0,13,15,16,18.49,169.12,240
license,2,0,13,11,11,23.65,153.92,240
passport,4,0,14,16,22,32.62,330.5,240
passport,0,0,10,10,15,37.58,243.12,240
passport,1,0,14,8,22,36.68,185.08,240
license,0,0,11,6,15,24.34,103.67,157.42
passport,1,0,9,7,10,32.78,150.19,222.3
license,0,0,13,11,13,21.53,161.7,240
passport,1,0,9,6,15,23.52,89.83,136.18
license,0,0,13,5,20,26.58,90.98,166.74
nic,2,0,13,11,14,16.8,121.46,188.89
nic,4,0,11,7,9,19.0,92.71,125.29
license,0,0,11,8,15,26.58,149.34,218.17
license,0,0,10,5,11,22.74,92.9,125.79
nic,0,0,11,4,9,15.62,36.65,66.11
passport,5,1,9,7,9,29.75,137.6,182.68
license,5,1,13,6,9,21.69,89.79,125.69
license,6,1,14,14,16,24.47,212.36,240
license,3,0,9,9,9,25.67,147.95,212.82
nic,1,0,10,11,11,21.41,148.93,227.73
passport,3,0,13,7,21,32.86,144.22,240
nic,2,0,11,7,10,23.89,117.59,171.11
license,0,0,11,6,9,23.17,80.83,139.91
license,1,0,13,8,17,26.09,125.82,221.29
passport,4,0,15,6,14,37.87,164.01,238.72
license,6,1,13,11,15,23.17,168.89,240
passport,0,0,14,12,22,36.63,286.76,240
passport,5,1,15,9,12,35.39,215.11,240
nic,5,1,10,1,6,18.97,5.82,6.16
nic,5,1,11,5,16,14.16,29.83,73.01
passport,0,0,14,9,28,32.6,187.27,240
passport,0,0,11,16,16,37.13,386.21,240
passport,6,1,9,6,9,38.2,143.47,209.68
passport,3,0,13,9,17,33.01,196.99,240
passport,6,1,13,7,21,43.4,195.4,240
nic,5,1,9,8,13,12.06,44.52,81.59
passport,6,1,13,10,18,28.18,193.29,240
passport,4,0,13,8,15,30.42,162.23,240
license,1,0,15,6,7,23.96,86.11,137.6
nic,4,0,13,9,11,11.92,71.15,129.05
passport,3,0,14,15,24,35.97,358.39,240
license,5,1,15,10,12,25.03,156.08,239.65
nic,3,0,13,10,10,17.64,113.81,180.6
passport,2,0,10,17,17,31.98,340.49,240
passport,4,0,10,10,10,29.42,187.84,240
nic,2,0,13,12,15,19.92,150.19,240
passport,0,0,15,11,15,33.6,236.4,240
passport,2,0,10,10,21,24.86,162.95,240
nic,1,0,14,7,15,17.07,52.25,128.81
passport,1,0,15,5,15,33.59,121.8,170.71
nic,0,0,10,11,11,19.02,116.74,202.47
license,1,0,13,9,11,23.61,147.92,221.02
passport,3,0,15,10,11,36.5,240.73,240
license,5,1,11,10,10,30.88,192.93,240
nic,2,0,15,9,9,15.76,89.5,136.67
license,4,0,10,4,12,27.46,71.1,114.35
nic,0,0,13,9,15,19.08,106.31,186.25
passport,2,0,10,14,16,37.03,340.73,240
license,5,1,9,4,7,22.05,59.95,71.6
license,6,1,15,0,5,28.9,5,3
nic,5,1,13,10,13,16.5,91.74,169.05
passport,2,0,10,10,11,35.67,234.89,240
passport,1,0,13,11,26,36.71,264.91,240
license,3,0,9,10,15,25.13,174.61,240
nic,0,0,9,3,14,20.76,40.75,63.15
passport,1,0,15,5,6,30.39,93.35,142.86
license,0,0,14,4,13,17.37,37.1,86.25
license,6,1,9,5,7,31.08,96.81,127.66
passport,2,0,15,10,13,33.27,227.8,240
passport,4,0,11,13,17,32.6,263.97,240
passport,5,1,10,9,10,35.79,218.95,240
passport,0,0,15,7,14,32.88,150.01,233.85
passport,0,0,14,11,13,28.31,216.68,240
nic,0,0,11,13,14,19.93,169.47,240
passport,5,1,14,5,16,36.24,119.73,186.42
nic,3,0,15,14,14,15.81,139.83,218.9
license,0,0,11,8,13,22.37,104.69,168.56
nic,6,1,9,8,10,16.92,86.07,121.18
license,5,1,13,10,10,33.75,215.51,240
nic,6,1,9,2,5,19.6,28.52,18.23
license,1,0,13,12,15,29.28,237.85,240
license,4,0,13,10,14,23.55,153.15,240
license,4,0,11,10,10,27.65,181.46,240
nic,1,0,15,7,15,18.17,87.62,131.35
license,3,0,14,6,20,22.27,88.36,149.7
nic,4,0,10,11,22,23.5,166.41,240
license,1,0,13,3,15,18.18,34.58,79.26
nic,5,1,13,5,10,19.18,61.09,97.72
passport,2,0,14,13,19,25.66,229.48,240
license,1,0,10,10,10,30.33,208.46,240
passport,3,0,10,6,14,23.45,91.94,147.56
nic,0,0,10,7,7,16.0,76.78,106.32
passport,1,0,10,11,18,30.07,211.71,240
license,1,0,15,6,14,23.47,93.29,140.82
nic,6,1,13,6,8,18.63,63.4,121.48
license,1,0,15,14,14,19.52,172.85,240
license,3,0,10,12,12,19.85,152.47,240
license,6,1,10,7,14,25.58,134.44,189.71
nic,3,0,9,4,13,19.12,49.96,75.39
license,3,0,13,12,12,27.82,222.4,240
license,5,1,13,10,13,23.34,148.43,240
nic,0,0,13,8,11,12.97,70.08,105.83
passport,6,1,10,4,14,29.1,77.57,106.57
passport,5,1,15,11,11,27.41,204.09,240
passport,5,1,14,8,8,30.13,157.45,234.66
passport,5,1,9,0,8,31.15,5,3
nic,2,0,11,10,14,22.56,158.12,232.83
nic,1,0,11,8,13,10,54.55,73.8
nic,6,1,15,2,9,14.49,26.42,23.06
passport,2,0,9,10,12,27.13,177.19,240
license,6,1,14,11,15,21.41,144.99,240
license,6,1,9,7,15,27.4,128.82,185.72
nic,0,0,10,15,15,24.1,218.66,240
license,5,1,9,3,18,21.94,41.69,56.67
license,0,0,11,11,13,24.78,182.05,240
license,5,1,11,5,12,21.84,65.33,93.37
license,3,0,13,7,14,26.01,119.55,192.56
passport,1,0,13,10,19,33.28,212.58,240
license,1,0,15,15,15,23.44,234.21,240
license,6,1,10,8,12,29.23,151.59,215.65
nic,4,0,15,8,14,18.76,93.25,156.71
license,1,0,14,8,23,20.12,109.94,188.83
passport,1,0,9,10,16,31.06,190.35,240
passport,3,0,11,15,15,37.93,369.38,240
passport,2,0,15,5,17,34.96,125.28,185.55
nic,2,0,9,1,13,16.34,11.79,28.37
license,4,0,10,10,14,17.3,113.57,177.87
passport,5,1,15,15,15,28.34,282.04,240
nic,5,1,11,4,4,21.81,49.61,75.98
nic,2,0,11,3,20,19.21,35.03,68.85
passport,6,1,13,6,11,39.03,160.47,234.41
passport,1,0,14,10,15,28.08,205.08,240
license,6,1,13,7,15,26.17,126.18,186.88
license,3,0,15,2,8,26.37,48.64,59.69
passport,6,1,14,12,12,36.83,285.46,240
nic,1,0,11,7,17,16.65,72.64,120.45
nic,3,0,15,5,10,17.24,56.89,83.01
nic,4,0,15,5,14,15.16,51.69,77.51
nic,2,0,14,1,13,17.25,10.58,46.43
nic,2,0,13,10,12,19.65,133.18,198.12
passport,0,0,11,13,13,37.52,321.7,240
license,1,0,9,5,8,22.46,79.26,115.05
passport,5,1,15,3,10,30.34,46.11,74.29
nic,1,0,14,8,20,10.33,63.18,111.8
license,1,0,10,11,14,19.09,129.18,193.85
license,5,1,14,6,6,16.27,72.29,104.75
nic,3,0,11,9,10,21.52,132.76,182.42
license,4,0,11,10,16,23.93,151.53,240
license,1,0,11,12,14,25.5,209.69,240
nic,0,0,9,7,7,19.84,91.28,133.47
nic,3,0,9,2,9,17.35,22.19,34.77
nic,6,1,9,6,6,20.08,75.34,100.36
license,2,0,14,11,13,25.93,172.48,240
nic,4,0,14,14,16,18.41,157.75,240
nic,6,1,14,0,17,18.17,16.0,15.01
license,3,0,11,8,10,23.12,116.84,190.66
passport,1,0,14,4,17,33.94,92.33,155.37
nic,4,0,10,5,12,16.48,65.99,98.11
passport,2,0,13,13,14,29.96,261.73,240
license,3,0,11,12,12,29.28,215.09,240
passport,1,0,9,1,15,31.96,27.56,42.61
license,5,1,9,7,10,20.27,71.48,118.5
nic,0,0,11,2,15,17.44,5,28.56
nic,1,0,13,9,10,16.8,87.99,158.14
license,3,0,11,14,14,24.82,218.26,240
passport,1,0,13,13,18,26.37,223.02,240
nic,6,1,9,6,6,18.01,74.93,100.2
passport,1,0,11,9,13,37.92,228.01,240
nic,2,0,15,2,6,18.06,9.42,31.22
license,4,0,9,7,9,15.96,80.14,105.81
passport,3,0,13,13,19,32.56,267.64,240
license,1,0,13,8,16,18.79,106.43,163.95
license,5,1,14,6,7,22.01,91.64,129.1
passport,2,0,13,9,14,28.96,157.2,240
license,0,0,10,10,15,20.83,135.3,207.93
license,2,0,13,12,16,21.68,174.92,240
license,2,0,14,8,20,27.11,143.65,232.26
nic,0,0,14,7,17,21.39,89.48,168.57
license,3,0,14,9,18,24.49,136.89,230.74
nic,6,1,13,11,14,15.57,119.44,178.83
license,2,0,11,6,15,23.49,77.35,128.35
nic,6,1,14,8,13,16.47,95.63,143.56
nic,5,1,14,3,13,20.03,52.17,78.35
passport,3,0,10,9,16,34.12,191.12,240
passport,1,0,13,16,16,35.23,353.39,240
nic,0,0,15,5,5,15.55,47.97,86.37
passport,2,0,15,8,8,30.87,161.55,234.4
license,5,1,15,8,10,21.12,111.21,158.35
passport,3,0,11,5,20,25.23,71.69,123.27
passport,6,1,11,6,9,28.72,107.16,161.74
nic,6,1,11,8,8,19.14,88.9,141.14
nic,1,0,10,8,12,18.8,91.51,141.72
nic,5,1,13,6,11,16.68,70.58,104.41
passport,6,1,9,8,8,28.17,155.34,219.15
license,6,1,10,11,11,29.18,204.58,240
license,6,1,14,14,14,23.91,234.2,240
passport,2,0,14,13,16,24.78,208.68,240
nic,1,0,9,9,18,15.15,90.9,132.49
passport,5,1,9,4,7,35.84,84.75,108.41
nic,2,0,13,8,8,28.35,150.18,225.2
license,6,1,9,1,5,17.43,11.99,12.34
passport,5,1,15,4,16,37.79,109.4,153.65
passport,2,0,11,8,21,36.0,187.7,240
nic,3,0,15,5,17,13.65,33.24,74.01
passport,3,0,15,10,10,35.99,230.6,240
nic,6,1,10,5,5,14.76,56.68,70.78
passport,5,1,9,1,9,26.29,20.59,23.28
license,1,0,9,3,13,23.35,48.58,75.8
license,6,1,10,10,14,19.01,125.42,176.89
passport,6,1,15,8,12,29.03,147.02,217.77
passport,1,0,13,13,23,25.25,217.63,240
nic,4,0,15,6,9,21.78,89.67,131.81
nic,3,0,14,15,15,19.34,195.06,240
license,0,0,9,6,6,27.85,104.38,154.25
license,1,0,10,7,20,21.56,96.75,168.41
passport,1,0,13,14,14,35.26,320.67,240
passport,6,1,10,5,22,33.97,111.2,175.36
nic,2,0,14,8,9,20.13,104.95,167.79
license,1,0,15,12,12,26.81,206.57,240
license,0,0,9,5,12,35.35,100.13,180.47
license,5,1,15,3,9,23.61,38.21,61.4
passport,5,1,11,12,18,34.43,269.84,240
passport,3,0,10,13,20,35.36,293.12,240
passport,0,0,10,2,15,31.27,48.07,62.13
passport,4,0,11,13,13,31.54,273.17,240
passport,6,1,10,2,8,29.19,31.43,50.19
nic,0,0,13,10,13,24.25,133.54,240
passport,0,0,13,8,21,27.36,143.14,240
nic,2,0,9,1,9,21.13,20.51,14.99
passport,4,0,15,6,11,36.81,141.83,211.84
nic,1,0,13,8,9,10.51,66.59,104.52
license,0,0,13,5,21,26.78,91.41,163.76
license,5,1,13,8,8,26.84,138.85,211.23
nic,5,1,14,10,10,17.25,99.19,176.43
nic,6,1,9,4,8,14.91,42.7,38.83
license,4,0,13,12,16,24.43,204.26,240
nic,1,0,13,9,14,14.78,86.65,140.56
nic,2,0,13,10,10,25.63,158.42,240
nic,6,1,11,5,5,17.63,64.14,75.42
license,4,0,13,13,17,22.26,191.88,240
license,2,0,13,9,12,18.83,105.97,167.21
license,5,1,15,4,9,15.94,48.13,56.58
nic,5,1,11,6,12,13.92,53.58,80.29
nic,0,0,14,11,16,22.88,170.17,240
passport,4,0,9,6,11,31.28,121.46,173.76
nic,6,1,13,10,11,17.02,103.97,168.1
passport,4,0,11,5,10,39.52,130.47,192.1
nic,5,1,14,7,16,17.3,79.33,128.98
license,3,0,13,10,11,16.47,117.66,178.83
passport,2,0,14,13,13,28.26,219.65,240
nic,1,0,10,3,13,18.17,56.56,71.03
nic,1,0,13,6,8,12.84,54.48,93.91
passport,6,1,13,7,16,35.36,173.73,240
license,5,1,13,11,11,27.38,187.58,240
passport,0,0,11,14,20,32.28,288.62,240
passport,5,1,14,6,10,30.83,129.19,180.41
license,5,1,13,8,12,25.41,142.54,208.79
license,0,0,11,11,11,19.39,140.2,216.57
license,3,0,9,5,13,29.46,87.32,142.26
license,1,0,14,12,12,17.84,129.95,219.46
passport,5,1,15,6,7,34.64,145.94,193.17
passport,6,1,13,11,11,29.65,207.48,240
nic,1,0,10,3,14,21.87,47.81,61.34
passport,2,0,10,10,16,40.2,263.18,240
license,0,0,9,8,8,25.68,135.04,203.21
passport,2,0,11,11,11,32.64,223.25,240
license,4,0,15,4,13,24.78,77.95,105.49
nic,0,0,14,4,8,22.13,63.68,100.8
nic,6,1,10,6,11,16.76,63.11,99.54
license,3,0,15,9,10,19.15,123.2,178.1
passport,6,1,9,7,9,39.28,173.57,240
nic,2,0,11,7,7,15.94,68.16,109.94
nic,1,0,13,5,9,20.12,50.26,112.23
license,2,0,9,2,12,23.02,20.47,48.85
passport,6,1,10,9,9,33.61,214.22,240
nic,4,0,9,14,14,20.48,170.8,240
license,5,1,14,7,16,19.44,85.59,147.81
passport,4,0,14,15,15,29.44,288.84,240
license,3,0,15,7,7,30.04,128.47,193.62
passport,0,0,9,4,10,30.4,62.88,104.14
nic,0,0,14,8,8,16.45,85.75,139.62
nic,6,1,14,5,9,18.97,48.92,97.51
nic,6,1,11,6,9,22.75,98.3,136.96
nic,3,0,11,8,11,16.44,90.47,134.95
license,5,1,15,2,4,22.88,25.88,39.17
license,4,0,15,10,15,23.85,151.26,232.76
passport,3,0,9,7,13,35.35,157.85,239.2
passport,1,0,13,12,18,30.2,228.28,240
passport,4,0,13,9,9,21.83,120.44,189.29
license,3,0,10,10,14,23.49,148.6,228.96
nic,5,1,10,0,8,18.28,5.66,4.78
nic,4,0,13,11,15,16.8,129.55,206.18
passport,2,0,11,12,12,32.63,261.21,240
nic,2,0,11,9,19,15.96,93.65,144.35
passport,3,0,14,16,16,36.08,371.15,240
license,6,1,14,9,13,19.57,104.24,174.0
license,2,0,9,5,11,18.38,54.82,90.5
passport,2,0,14,16,18,28.98,303.65,240
nic,4,0,15,8,12,11.99,58.53,97.99
license,0,0,10,12,12,24.48,170.88,240
license,0,0,9,6,7,19.87,83.73,113.62
nic,1,0,15,9,9,22.26,135.23,195.35
passport,6,1,9,9,9,34.13,209.35,240
passport,2,0,9,8,12,33.1,176.0,240
passport,3,0,15,10,16,36.83,238.54,240
nic,2,0,13,10,14,20.42,128.88,227.34
nic,1,0,10,6,12,12.69,36.14,77.51
passport,0,0,11,13,16,28.16,243.03,240
nic,2,0,14,10,19,16.64,108.4,192.58
nic,2,0,14,8,14,16.23,80.33,150.48
nic,6,1,10,6,6,17.02,73.83,90.69
nic,6,1,13,11,11,16.61,114.79,195.12
passport,4,0,11,13,17,28.69,235.7,240
license,6,1,14,7,14,22.51,101.77,170.12
nic,5,1,14,10,19,17.94,118.92,194.89
passport,5,1,11,2,3,31.16,34.34,46.52
nic,3,0,14,7,9,25.81,129.5,204.71
license,3,0,9,10,10,16.74,117.63,160.76
license,0,0,15,3,9,19.95,50.4,61.03
passport,5,1,9,2,14,33.76,37.23,61.37
license,0,0,9,11,11,26.18,181.87,240
nic,6,1,11,4,4,20.65,67.43,68.57
nic,1,0,13,5,14,17.78,45.31,103.49
license,1,0,9,8,16,17.58,101.23,137.14
license,1,0,15,6,11,18.04,66.39,107.72
license,1,0,15,10,13,21.4,136.65,201.94
nic,6,1,15,5,19,19.53,58.63,88.58
license,4,0,13,13,14,21.31,169.8,240
passport,2,0,9,5,9,27.94,82.11,138.26
license,1,0,9,6,14,23.61,92.34,140.36
license,6,1,9,6,10,23.83,85.47,110.84
nic,1,0,10,7,13,17.33,77.5,123.66
license,2,0,11,9,13,28.53,181.52,240
passport,4,0,10,15,15,27.03,254.26,240
nic,0,0,9,3,3,23.85,41.64,52.66
nic,6,1,13,11,12,16.31,118.16,183.98
passport,3,0,9,8,8,29.23,161.28,217.27
license,0,0,13,6,19,28.05,101.78,176.46
nic,3,0,14,15,15,20.31,206.62,240
nic,4,0,10,9,10,14.26,83.0,121.16
nic,1,0,10,8,12,16.65,83.35,140.62
license,6,1,11,5,18,24.36,74.71,116.26
passport,0,0,14,14,14,28.89,271.8,240
license,6,1,9,3,9,26.68,68.68,74.07
license,3,0,15,5,10,19.81,58.85,88.94
license,2,0,14,9,18,30.46,188.2,240
nic,5,1,10,4,8,13.8,37.98,56.12
passport,6,1,15,5,13,32.21,103.86,158.34
license,0,0,10,9,12,26.55,143.62,226.67
nic,0,0,10,8,14,22.79,110.1,176.92
nic,1,0,9,9,10,20.79,133.77,190.26
nic,3,0,15,8,9,21.14,107.26,167.18
license,1,0,14,15,28,22.0,226.59,240
nic,0,0,10,9,10,19.83,125.17,178.51
passport,5,1,10,5,17,28.77,80.1,129.06
passport,6,1,10,7,13,34.3,140.48,231.83
passport,1,0,15,3,17,34.21,65.19,108.43
license,3,0,15,8,8,21.51,111.26,167.53
passport,5,1,13,5,8,32.87,97.68,152.83
license,0,0,10,9,15,26.62,149.64,232.54
license,1,0,11,15,15,25.68,250.45,240
license,2,0,10,6,10,20.95,75.89,119.04
passport,2,0,11,11,13,33.7,242.13,240
passport,0,0,11,12,12,27.65,204.65,240
nic,2,0,9,5,5,16.97,52.4,73.38
license,6,1,15,7,7,22.27,98.68,148.22
license,2,0,9,3,10,20.77,25.01,72.34
passport,6,1,14,9,12,25.17,127.39,230.75
nic,1,0,15,5,10,13.46,29.77,65.83
passport,5,1,13,8,14,34.4,171.9,240
passport,3,0,14,10,19,32.41,215.46,240
license,0,0,13,12,12,21.77,176.85,240
license,4,0,11,6,12,24.77,100.59,138.59
nic,2,0,14,6,9,11.74,35.71,86.44
passport,0,0,14,11,13,34.97,240.31,240
license,2,0,9,9,15,27.29,173.1,240
nic,0,0,13,9,12,20.85,120.33,196.9
nic,2,0,14,12,13,21.36,162.33,240
passport,3,0,15,9,22,36.17,214.4,240
nic,2,0,13,11,11,20.84,157.8,239.59
license,5,1,13,10,11,24.48,160.94,240
passport,4,0,10,3,13,35.22,62.57,99.67
passport,5,1,13,7,9,38.31,176.41,240
nic,3,0,10,10,17,14.41,96.93,146.25
nic,3,0,15,3,13,17.01,37.57,56.8
license,4,0,11,8,11,22.73,101.13,180.31
license,0,0,11,7,14,24.87,113.9,171.11
passport,1,0,11,10,16,37.63,246.5,240
passport,5,1,13,6,15,28.83,116.38,179.48
nic,2,0,15,7,7,22.59,106.98,157.61
nic,3,0,11,15,15,15.95,159.17,240
passport,0,0,14,11,14,31.72,225.74,240
nic,1,0,15,10,16,19.29,127.99,205.54
license,6,1,14,5,6,27.18,83.53,133.18
nic,0,0,13,10,14,10,60.83,119.63
nic,0,0,13,9,13,20.59,109.54,208.13
nic,6,1,15,9,9,20.1,114.29,168.9
passport,2,0,14,8,12,35.67,182.27,240
nic,2,0,11,9,13,21.6,123.15,198.92
passport,1,0,9,6,8,31.15,119.8,181.54
license,3,0,9,4,8,17.11,53.65,64.8
passport,0,0,14,9,21,25.05,158.26,240
nic,5,1,15,4,5,25.11,58.1,87.26
license,4,0,13,7,18,24.59,122.47,197.55
license,6,1,9,5,5,30.1,98.33,122.44
nic,1,0,11,6,12,13.93,62.4,92.34
passport,5,1,11,13,14,34.61,292.98,240
passport,5,1,11,8,9,31.61,157.09,234.8
license,1,0,15,9,11,21.32,131.49,187.75
nic,3,0,15,13,13,20.37,174.35,240
nic,1,0,9,5,11,22.48,74.58,105.94
license,0,0,13,9,11,23.47,131.4,220.9
passport,4,0,13,13,19,31.46,271.79,240
passport,3,0,13,13,20,25.49,214.96,240
passport,0,0,13,6,15,32.73,133.27,209.23
license,1,0,14,10,11,19.72,130.17,202.55
nic,2,0,10,11,11,15.42,110.89,169.46
license,5,1,15,4,12,20.54,57.45,78.57
passport,5,1,14,6,20,35.6,142.96,221.68
license,1,0,10,9,9,24.89,132.37,209.34
license,5,1,11,11,11,18.52,144.1,191.55
nic,3,0,9,8,8,17.74,90.4,132.51
license,3,0,15,7,13,26.41,109.77,177.75
nic,0,0,9,6,6,21.49,79.79,108.5
license,1,0,13,7,16,27.64,122.39,200.34
